"completion_code","question_index","response","subscale"
"f7yuyaqc",12,1,"credulity"
"f7yuyaqc",13,4,"credulity"
"f7yuyaqc",14,5,"trust"
"f7yuyaqc",15,2,"mistrust"
"f7yuyaqc",16,5,"credulity"
"fbrwpzxr",1,2,"trust"
"fbrwpzxr",2,5,"trust"
"fbrwpzxr",3,5,"mistrust"
"fbrwpzxr",4,6,"mistrust"
"fbrwpzxr",5,0,"credulity"
"fbrwpzxr",6,0,"credulity"
"fbrwpzxr",7,5,"trust"
"fbrwpzxr",8,5,"trust"
"fbrwpzxr",9,5,"mistrust"
"fbrwpzxr",10,3,"catch"
"fbrwpzxr",11,1,"mistrust"
"fbrwpzxr",12,2,"credulity"
"fbrwpzxr",13,1,"credulity"
"fbrwpzxr",14,4,"trust"
"fbrwpzxr",15,3,"mistrust"
"fbrwpzxr",16,5,"credulity"
"jdhbm786",1,5,"trust"
"jdhbm786",2,6,"trust"
"jdhbm786",3,2,"mistrust"
"jdhbm786",4,5,"mistrust"
"jdhbm786",5,3,"credulity"
"jdhbm786",6,2,"credulity"
"jdhbm786",7,6,"trust"
"jdhbm786",8,6,"trust"
"jdhbm786",9,3,"mistrust"
"jdhbm786",10,3,"catch"
"jdhbm786",11,1,"mistrust"
"jdhbm786",12,2,"credulity"
"jdhbm786",13,1,"credulity"
"jdhbm786",14,5,"trust"
"jdhbm786",15,2,"mistrust"
"jdhbm786",16,3,"credulity"
"vek3ksp9",1,5,"trust"
"vek3ksp9",2,5,"trust"
"vek3ksp9",3,4,"mistrust"
"vek3ksp9",4,4,"mistrust"
"vek3ksp9",5,2,"credulity"
"vek3ksp9",6,2,"credulity"
"vek3ksp9",7,5,"trust"
"vek3ksp9",8,5,"trust"
"vek3ksp9",9,3,"mistrust"
"vek3ksp9",10,3,"catch"
"vek3ksp9",11,4,"mistrust"
"vek3ksp9",12,2,"credulity"
"vek3ksp9",13,2,"credulity"
"vek3ksp9",14,4,"trust"
"vek3ksp9",15,4,"mistrust"
"vek3ksp9",16,2,"credulity"
"q3b77d83",1,4,"trust"
"q3b77d83",2,6,"trust"
"q3b77d83",3,6,"mistrust"
"q3b77d83",4,6,"mistrust"
"q3b77d83",5,0,"credulity"
"q3b77d83",6,2,"credulity"
"q3b77d83",7,5,"trust"
"q3b77d83",8,5,"trust"
"q3b77d83",9,1,"mistrust"
"q3b77d83",10,3,"catch"
"q3b77d83",11,4,"mistrust"
"q3b77d83",12,3,"credulity"
"q3b77d83",13,0,"credulity"
"q3b77d83",14,4,"trust"
"q3b77d83",15,1,"mistrust"
"q3b77d83",16,4,"credulity"
"md4w9nhx",1,1,"trust"
"md4w9nhx",2,4,"trust"
"md4w9nhx",3,4,"mistrust"
"md4w9nhx",4,1,"mistrust"
"md4w9nhx",5,1,"credulity"
"md4w9nhx",6,1,"credulity"
"md4w9nhx",7,5,"trust"
"md4w9nhx",8,5,"trust"
"md4w9nhx",9,5,"mistrust"
"md4w9nhx",10,3,"catch"
"md4w9nhx",11,1,"mistrust"
"md4w9nhx",12,1,"credulity"
"md4w9nhx",13,1,"credulity"
"md4w9nhx",14,2,"trust"
"md4w9nhx",15,2,"mistrust"
"md4w9nhx",16,5,"credulity"
"le05ctsx",1,1,"trust"
"le05ctsx",2,5,"trust"
"le05ctsx",3,6,"mistrust"
"le05ctsx",4,3,"mistrust"
"le05ctsx",5,0,"credulity"
"le05ctsx",6,3,"credulity"
"le05ctsx",7,4,"trust"
"le05ctsx",8,5,"trust"
"le05ctsx",9,4,"mistrust"
"le05ctsx",10,3,"catch"
"le05ctsx",11,5,"mistrust"
"le05ctsx",12,0,"credulity"
"le05ctsx",13,0,"credulity"
"le05ctsx",14,1,"trust"
"le05ctsx",15,3,"mistrust"
"le05ctsx",16,2,"credulity"
"6rmrw2uo",1,4,"trust"
"6rmrw2uo",2,4,"trust"
"6rmrw2uo",3,5,"mistrust"
"6rmrw2uo",4,3,"mistrust"
"6rmrw2uo",5,1,"credulity"
"6rmrw2uo",6,1,"credulity"
"6rmrw2uo",7,5,"trust"
"6rmrw2uo",8,5,"trust"
"6rmrw2uo",9,3,"mistrust"
"6rmrw2uo",10,3,"catch"
"6rmrw2uo",11,2,"mistrust"
"6rmrw2uo",12,4,"credulity"
"6rmrw2uo",13,1,"credulity"
"6rmrw2uo",14,5,"trust"
"6rmrw2uo",15,1,"mistrust"
"6rmrw2uo",16,5,"credulity"
"5yxs73vp",1,4,"trust"
"5yxs73vp",2,5,"trust"
"5yxs73vp",3,5,"mistrust"
"5yxs73vp",4,5,"mistrust"
"5yxs73vp",5,1,"credulity"
"5yxs73vp",6,3,"credulity"
"5yxs73vp",7,4,"trust"
"5yxs73vp",8,5,"trust"
"5yxs73vp",9,2,"mistrust"
"5yxs73vp",10,3,"catch"
"5yxs73vp",11,2,"mistrust"
"5yxs73vp",12,2,"credulity"
"5yxs73vp",13,1,"credulity"
"5yxs73vp",14,3,"trust"
"5yxs73vp",15,2,"mistrust"
"5yxs73vp",16,4,"credulity"
"y5fg4r0r",1,5,"trust"
"y5fg4r0r",2,5,"trust"
"y5fg4r0r",3,2,"mistrust"
"y5fg4r0r",4,2,"mistrust"
"y5fg4r0r",5,4,"credulity"
"y5fg4r0r",6,4,"credulity"
"y5fg4r0r",7,4,"trust"
"y5fg4r0r",8,5,"trust"
"y5fg4r0r",9,2,"mistrust"
"y5fg4r0r",10,3,"catch"
"y5fg4r0r",11,2,"mistrust"
"y5fg4r0r",12,4,"credulity"
"y5fg4r0r",13,4,"credulity"
"y5fg4r0r",14,5,"trust"
"y5fg4r0r",15,1,"mistrust"
"y5fg4r0r",16,2,"credulity"
"sq2sz1m1",1,4,"trust"
"sq2sz1m1",2,5,"trust"
"sq2sz1m1",3,3,"mistrust"
"sq2sz1m1",4,2,"mistrust"
"sq2sz1m1",5,0,"credulity"
"sq2sz1m1",6,0,"credulity"
"sq2sz1m1",7,4,"trust"
"sq2sz1m1",8,5,"trust"
"sq2sz1m1",9,3,"mistrust"
"sq2sz1m1",10,3,"catch"
"sq2sz1m1",11,5,"mistrust"
"sq2sz1m1",12,4,"credulity"
"sq2sz1m1",13,0,"credulity"
"sq2sz1m1",14,2,"trust"
"sq2sz1m1",15,3,"mistrust"
"sq2sz1m1",16,4,"credulity"
"hgjp2508",1,5,"trust"
"hgjp2508",2,5,"trust"
"hgjp2508",3,5,"mistrust"
"hgjp2508",4,5,"mistrust"
"hgjp2508",5,0,"credulity"
"hgjp2508",6,0,"credulity"
"hgjp2508",7,2,"trust"
"hgjp2508",8,4,"trust"
"hgjp2508",9,6,"mistrust"
"hgjp2508",10,3,"catch"
"hgjp2508",11,1,"mistrust"
"hgjp2508",12,5,"credulity"
"hgjp2508",13,4,"credulity"
"hgjp2508",14,4,"trust"
"hgjp2508",15,5,"mistrust"
"hgjp2508",16,5,"credulity"
"xur20ox7",1,1,"trust"
"xur20ox7",2,3,"trust"
"xur20ox7",3,5,"mistrust"
"xur20ox7",4,4,"mistrust"
"xur20ox7",5,1,"credulity"
"xur20ox7",6,0,"credulity"
"xur20ox7",7,3,"trust"
"xur20ox7",8,5,"trust"
"xur20ox7",9,4,"mistrust"
"xur20ox7",10,3,"catch"
"xur20ox7",11,1,"mistrust"
"xur20ox7",12,1,"credulity"
"xur20ox7",13,1,"credulity"
"xur20ox7",14,5,"trust"
"xur20ox7",15,2,"mistrust"
"xur20ox7",16,1,"credulity"
"6skqdco8",1,2,"trust"
"6skqdco8",2,5,"trust"
"6skqdco8",3,3,"mistrust"
"6skqdco8",4,4,"mistrust"
"6skqdco8",5,0,"credulity"
"6skqdco8",6,1,"credulity"
"6skqdco8",7,4,"trust"
"6skqdco8",8,5,"trust"
"6skqdco8",9,3,"mistrust"
"6skqdco8",10,3,"catch"
"6skqdco8",11,2,"mistrust"
"6skqdco8",12,2,"credulity"
"6skqdco8",13,0,"credulity"
"6skqdco8",14,2,"trust"
"6skqdco8",15,2,"mistrust"
"6skqdco8",16,3,"credulity"
"av68cc77",1,0,"trust"
"av68cc77",2,3,"trust"
"av68cc77",3,5,"mistrust"
"av68cc77",4,5,"mistrust"
"av68cc77",5,0,"credulity"
"av68cc77",6,1,"credulity"
"av68cc77",7,1,"trust"
"av68cc77",8,2,"trust"
"av68cc77",9,3,"mistrust"
"av68cc77",10,3,"catch"
"av68cc77",11,1,"mistrust"
"av68cc77",12,1,"credulity"
"av68cc77",13,1,"credulity"
"av68cc77",14,1,"trust"
"av68cc77",15,3,"mistrust"
"av68cc77",16,1,"credulity"
"qawx8nb2",1,3,"trust"
"qawx8nb2",2,6,"trust"
"qawx8nb2",3,5,"mistrust"
"qawx8nb2",4,5,"mistrust"
"qawx8nb2",5,0,"credulity"
"qawx8nb2",6,2,"credulity"
"qawx8nb2",7,6,"trust"
"qawx8nb2",8,5,"trust"
"qawx8nb2",9,5,"mistrust"
"qawx8nb2",10,3,"catch"
"qawx8nb2",11,6,"mistrust"
"qawx8nb2",12,4,"credulity"
"qawx8nb2",13,1,"credulity"
"qawx8nb2",14,6,"trust"
"qawx8nb2",15,4,"mistrust"
"qawx8nb2",16,5,"credulity"
"zehb9arf",1,4,"trust"
"zehb9arf",2,5,"trust"
"zehb9arf",3,4,"mistrust"
"zehb9arf",4,4,"mistrust"
"zehb9arf",5,1,"credulity"
"zehb9arf",6,2,"credulity"
"zehb9arf",7,4,"trust"
"zehb9arf",8,4,"trust"
"zehb9arf",9,5,"mistrust"
"zehb9arf",10,3,"catch"
"zehb9arf",11,4,"mistrust"
"zehb9arf",12,2,"credulity"
"zehb9arf",13,0,"credulity"
"zehb9arf",14,4,"trust"
"zehb9arf",15,2,"mistrust"
"zehb9arf",16,4,"credulity"
"ba46vsx1",1,1,"trust"
"ba46vsx1",2,5,"trust"
"ba46vsx1",3,4,"mistrust"
"ba46vsx1",4,3,"mistrust"
"ba46vsx1",5,1,"credulity"
"ba46vsx1",6,1,"credulity"
"ba46vsx1",7,3,"trust"
"ba46vsx1",8,4,"trust"
"ba46vsx1",9,5,"mistrust"
"ba46vsx1",10,3,"catch"
"ba46vsx1",11,5,"mistrust"
"ba46vsx1",12,2,"credulity"
"ba46vsx1",13,1,"credulity"
"ba46vsx1",14,1,"trust"
"ba46vsx1",15,3,"mistrust"
"ba46vsx1",16,2,"credulity"
"oqkd9cw6",1,4,"trust"
"oqkd9cw6",2,5,"trust"
"oqkd9cw6",3,2,"mistrust"
"oqkd9cw6",4,4,"mistrust"
"oqkd9cw6",5,1,"credulity"
"oqkd9cw6",6,1,"credulity"
"oqkd9cw6",7,5,"trust"
"oqkd9cw6",8,5,"trust"
"oqkd9cw6",9,2,"mistrust"
"oqkd9cw6",10,3,"catch"
"oqkd9cw6",11,2,"mistrust"
"oqkd9cw6",12,2,"credulity"
"oqkd9cw6",13,1,"credulity"
"oqkd9cw6",14,5,"trust"
"oqkd9cw6",15,2,"mistrust"
"oqkd9cw6",16,1,"credulity"
"sz9bwmfe",1,2,"trust"
"sz9bwmfe",2,5,"trust"
"sz9bwmfe",3,3,"mistrust"
"sz9bwmfe",4,4,"mistrust"
"sz9bwmfe",5,1,"credulity"
"sz9bwmfe",6,2,"credulity"
"sz9bwmfe",7,5,"trust"
"sz9bwmfe",8,5,"trust"
"sz9bwmfe",9,3,"mistrust"
"sz9bwmfe",10,3,"catch"
"sz9bwmfe",11,1,"mistrust"
"sz9bwmfe",12,0,"credulity"
"sz9bwmfe",13,1,"credulity"
"sz9bwmfe",14,4,"trust"
"sz9bwmfe",15,1,"mistrust"
"sz9bwmfe",16,1,"credulity"
"vv8nv2rl",1,3,"trust"
"vv8nv2rl",2,4,"trust"
"vv8nv2rl",3,5,"mistrust"
"vv8nv2rl",4,2,"mistrust"
"vv8nv2rl",5,1,"credulity"
"vv8nv2rl",6,2,"credulity"
"vv8nv2rl",7,4,"trust"
"vv8nv2rl",8,5,"trust"
"vv8nv2rl",9,3,"mistrust"
"vv8nv2rl",10,3,"catch"
"vv8nv2rl",11,2,"mistrust"
"vv8nv2rl",12,2,"credulity"
"vv8nv2rl",13,1,"credulity"
"vv8nv2rl",14,4,"trust"
"vv8nv2rl",15,2,"mistrust"
"vv8nv2rl",16,1,"credulity"
"wjur09u7",1,6,"trust"
"wjur09u7",2,2,"trust"
"wjur09u7",3,3,"mistrust"
"wjur09u7",4,1,"mistrust"
"wjur09u7",5,0,"credulity"
"wjur09u7",6,0,"credulity"
"wjur09u7",7,6,"trust"
"wjur09u7",8,6,"trust"
"wjur09u7",9,6,"mistrust"
"wjur09u7",10,3,"catch"
"wjur09u7",11,0,"mistrust"
"wjur09u7",12,0,"credulity"
"wjur09u7",13,0,"credulity"
"wjur09u7",14,5,"trust"
"wjur09u7",15,0,"mistrust"
"wjur09u7",16,0,"credulity"
"hka0xsxk",1,5,"trust"
"hka0xsxk",2,6,"trust"
"hka0xsxk",3,3,"mistrust"
"hka0xsxk",4,2,"mistrust"
"hka0xsxk",5,0,"credulity"
"hka0xsxk",6,0,"credulity"
"hka0xsxk",7,5,"trust"
"hka0xsxk",8,4,"trust"
"hka0xsxk",9,2,"mistrust"
"hka0xsxk",10,3,"catch"
"hka0xsxk",11,2,"mistrust"
"hka0xsxk",12,0,"credulity"
"hka0xsxk",13,1,"credulity"
"hka0xsxk",14,6,"trust"
"hka0xsxk",15,1,"mistrust"
"hka0xsxk",16,4,"credulity"
"rufsfloj",1,5,"trust"
"rufsfloj",2,5,"trust"
"rufsfloj",3,4,"mistrust"
"rufsfloj",4,4,"mistrust"
"rufsfloj",5,5,"credulity"
"rufsfloj",6,4,"credulity"
"rufsfloj",7,5,"trust"
"rufsfloj",8,4,"trust"
"rufsfloj",9,5,"mistrust"
"rufsfloj",10,3,"catch"
"rufsfloj",11,4,"mistrust"
"rufsfloj",12,2,"credulity"
"rufsfloj",13,4,"credulity"
"rufsfloj",14,5,"trust"
"rufsfloj",15,4,"mistrust"
"rufsfloj",16,4,"credulity"
"xet6subk",1,5,"trust"
"xet6subk",2,6,"trust"
"xet6subk",3,5,"mistrust"
"xet6subk",4,3,"mistrust"
"xet6subk",5,2,"credulity"
"xet6subk",6,2,"credulity"
"xet6subk",7,5,"trust"
"xet6subk",8,4,"trust"
"xet6subk",9,2,"mistrust"
"xet6subk",10,3,"catch"
"xet6subk",11,2,"mistrust"
"xet6subk",12,1,"credulity"
"xet6subk",13,1,"credulity"
"xet6subk",14,6,"trust"
"xet6subk",15,2,"mistrust"
"xet6subk",16,2,"credulity"
"mmknp9bd",1,1,"trust"
"mmknp9bd",2,4,"trust"
"mmknp9bd",3,5,"mistrust"
"mmknp9bd",4,4,"mistrust"
"mmknp9bd",5,3,"credulity"
"mmknp9bd",6,1,"credulity"
"mmknp9bd",7,2,"trust"
"mmknp9bd",8,2,"trust"
"mmknp9bd",9,2,"mistrust"
"mmknp9bd",10,3,"catch"
"mmknp9bd",11,2,"mistrust"
"mmknp9bd",12,3,"credulity"
"mmknp9bd",13,1,"credulity"
"mmknp9bd",14,1,"trust"
"mmknp9bd",15,2,"mistrust"
"mmknp9bd",16,3,"credulity"
"0xzs6x9a",1,6,"trust"
"0xzs6x9a",2,6,"trust"
"0xzs6x9a",3,0,"mistrust"
"0xzs6x9a",4,0,"mistrust"
"0xzs6x9a",5,0,"credulity"
"0xzs6x9a",6,0,"credulity"
"0xzs6x9a",7,6,"trust"
"0xzs6x9a",8,6,"trust"
"0xzs6x9a",9,0,"mistrust"
"0xzs6x9a",10,3,"catch"
"0xzs6x9a",11,0,"mistrust"
"0xzs6x9a",12,0,"credulity"
"0xzs6x9a",13,0,"credulity"
"0xzs6x9a",14,6,"trust"
"0xzs6x9a",15,0,"mistrust"
"0xzs6x9a",16,0,"credulity"
"n8wlajbt",1,4,"trust"
"n8wlajbt",2,4,"trust"
"n8wlajbt",3,3,"mistrust"
"n8wlajbt",4,1,"mistrust"
"n8wlajbt",5,0,"credulity"
"n8wlajbt",6,1,"credulity"
"n8wlajbt",7,4,"trust"
"n8wlajbt",8,6,"trust"
"n8wlajbt",9,3,"mistrust"
"n8wlajbt",10,3,"catch"
"n8wlajbt",11,1,"mistrust"
"n8wlajbt",12,1,"credulity"
"n8wlajbt",13,1,"credulity"
"n8wlajbt",14,4,"trust"
"n8wlajbt",15,2,"mistrust"
"n8wlajbt",16,3,"credulity"
"h56olome",1,1,"trust"
"h56olome",2,2,"trust"
"h56olome",3,5,"mistrust"
"h56olome",4,1,"mistrust"
"h56olome",5,1,"credulity"
"h56olome",6,1,"credulity"
"h56olome",7,3,"trust"
"h56olome",8,4,"trust"
"h56olome",9,2,"mistrust"
"h56olome",10,3,"catch"
"h56olome",11,1,"mistrust"
"h56olome",12,1,"credulity"
"h56olome",13,1,"credulity"
"h56olome",14,2,"trust"
"h56olome",15,2,"mistrust"
"h56olome",16,1,"credulity"
"5u8z9z90",1,5,"trust"
"5u8z9z90",2,6,"trust"
"5u8z9z90",3,4,"mistrust"
"5u8z9z90",4,6,"mistrust"
"5u8z9z90",5,0,"credulity"
"5u8z9z90",6,2,"credulity"
"5u8z9z90",7,6,"trust"
"5u8z9z90",8,6,"trust"
"5u8z9z90",9,4,"mistrust"
"5u8z9z90",10,3,"catch"
"5u8z9z90",11,5,"mistrust"
"5u8z9z90",12,6,"credulity"
"5u8z9z90",13,0,"credulity"
"5u8z9z90",14,6,"trust"
"5u8z9z90",15,1,"mistrust"
"5u8z9z90",16,6,"credulity"
"2he8ccjd",1,2,"trust"
"2he8ccjd",2,4,"trust"
"2he8ccjd",3,3,"mistrust"
"2he8ccjd",4,3,"mistrust"
"2he8ccjd",5,3,"credulity"
"2he8ccjd",6,4,"credulity"
"2he8ccjd",7,4,"trust"
"2he8ccjd",8,4,"trust"
"2he8ccjd",9,2,"mistrust"
"2he8ccjd",10,3,"catch"
"2he8ccjd",11,4,"mistrust"
"2he8ccjd",12,4,"credulity"
"2he8ccjd",13,4,"credulity"
"2he8ccjd",14,5,"trust"
"2he8ccjd",15,2,"mistrust"
"2he8ccjd",16,2,"credulity"
"96zfz6u3",1,5,"trust"
"96zfz6u3",2,5,"trust"
"96zfz6u3",3,3,"mistrust"
"96zfz6u3",4,4,"mistrust"
"96zfz6u3",5,2,"credulity"
"96zfz6u3",6,3,"credulity"
"96zfz6u3",7,5,"trust"
"96zfz6u3",8,5,"trust"
"96zfz6u3",9,4,"mistrust"
"96zfz6u3",10,3,"catch"
"96zfz6u3",11,3,"mistrust"
"96zfz6u3",12,1,"credulity"
"96zfz6u3",13,1,"credulity"
"96zfz6u3",14,5,"trust"
"96zfz6u3",15,4,"mistrust"
"96zfz6u3",16,4,"credulity"
"zg8wehcs",1,1,"trust"
"zg8wehcs",2,5,"trust"
"zg8wehcs",3,6,"mistrust"
"zg8wehcs",4,6,"mistrust"
"zg8wehcs",5,0,"credulity"
"zg8wehcs",6,0,"credulity"
"zg8wehcs",7,3,"trust"
"zg8wehcs",8,4,"trust"
"zg8wehcs",9,5,"mistrust"
"zg8wehcs",10,3,"catch"
"zg8wehcs",11,4,"mistrust"
"zg8wehcs",12,1,"credulity"
"zg8wehcs",13,0,"credulity"
"zg8wehcs",14,1,"trust"
"zg8wehcs",15,4,"mistrust"
"zg8wehcs",16,1,"credulity"
"ay5h5gyg",1,5,"trust"
"ay5h5gyg",2,4,"trust"
"ay5h5gyg",3,5,"mistrust"
"ay5h5gyg",4,2,"mistrust"
"ay5h5gyg",5,0,"credulity"
"ay5h5gyg",6,1,"credulity"
"ay5h5gyg",7,5,"trust"
"ay5h5gyg",8,4,"trust"
"ay5h5gyg",9,4,"mistrust"
"ay5h5gyg",10,3,"catch"
"ay5h5gyg",11,2,"mistrust"
"ay5h5gyg",12,1,"credulity"
"ay5h5gyg",13,1,"credulity"
"ay5h5gyg",14,5,"trust"
"ay5h5gyg",15,2,"mistrust"
"ay5h5gyg",16,4,"credulity"
"24p74eye",1,4,"trust"
"24p74eye",2,6,"trust"
"24p74eye",3,6,"mistrust"
"24p74eye",4,0,"mistrust"
"24p74eye",5,0,"credulity"
"24p74eye",6,1,"credulity"
"24p74eye",7,3,"trust"
"24p74eye",8,6,"trust"
"24p74eye",9,4,"mistrust"
"24p74eye",10,3,"catch"
"24p74eye",11,0,"mistrust"
"24p74eye",12,2,"credulity"
"24p74eye",13,0,"credulity"
"24p74eye",14,4,"trust"
"24p74eye",15,2,"mistrust"
"24p74eye",16,4,"credulity"
"ztdm09e0",1,2,"trust"
"ztdm09e0",2,5,"trust"
"ztdm09e0",3,5,"mistrust"
"ztdm09e0",4,5,"mistrust"
"ztdm09e0",5,0,"credulity"
"ztdm09e0",6,0,"credulity"
"ztdm09e0",7,3,"trust"
"ztdm09e0",8,6,"trust"
"ztdm09e0",9,6,"mistrust"
"ztdm09e0",10,3,"catch"
"ztdm09e0",11,4,"mistrust"
"ztdm09e0",12,4,"credulity"
"ztdm09e0",13,0,"credulity"
"ztdm09e0",14,5,"trust"
"ztdm09e0",15,1,"mistrust"
"ztdm09e0",16,5,"credulity"
"nf32x2lg",1,5,"trust"
"nf32x2lg",2,6,"trust"
"nf32x2lg",3,4,"mistrust"
"nf32x2lg",4,4,"mistrust"
"nf32x2lg",5,5,"credulity"
"nf32x2lg",6,2,"credulity"
"nf32x2lg",7,5,"trust"
"nf32x2lg",8,5,"trust"
"nf32x2lg",9,4,"mistrust"
"nf32x2lg",10,3,"catch"
"nf32x2lg",11,3,"mistrust"
"nf32x2lg",12,1,"credulity"
"nf32x2lg",13,5,"credulity"
"nf32x2lg",14,6,"trust"
"nf32x2lg",15,4,"mistrust"
"nf32x2lg",16,3,"credulity"
"wu163rh7",1,2,"trust"
"wu163rh7",2,5,"trust"
"wu163rh7",3,6,"mistrust"
"wu163rh7",4,4,"mistrust"
"wu163rh7",5,0,"credulity"
"wu163rh7",6,1,"credulity"
"wu163rh7",7,4,"trust"
"wu163rh7",8,4,"trust"
"wu163rh7",9,5,"mistrust"
"wu163rh7",10,3,"catch"
"wu163rh7",11,2,"mistrust"
"wu163rh7",12,2,"credulity"
"wu163rh7",13,0,"credulity"
"wu163rh7",14,1,"trust"
"wu163rh7",15,2,"mistrust"
"wu163rh7",16,2,"credulity"
"bkakv44h",1,3,"trust"
"bkakv44h",2,5,"trust"
"bkakv44h",3,6,"mistrust"
"bkakv44h",4,5,"mistrust"
"bkakv44h",5,0,"credulity"
"bkakv44h",6,0,"credulity"
"bkakv44h",7,4,"trust"
"bkakv44h",8,3,"trust"
"bkakv44h",9,6,"mistrust"
"bkakv44h",10,3,"catch"
"bkakv44h",11,4,"mistrust"
"bkakv44h",12,2,"credulity"
"bkakv44h",13,0,"credulity"
"bkakv44h",14,0,"trust"
"bkakv44h",15,3,"mistrust"
"bkakv44h",16,4,"credulity"
"gcaq5nry",1,5,"trust"
"gcaq5nry",2,6,"trust"
"gcaq5nry",3,2,"mistrust"
"gcaq5nry",4,4,"mistrust"
"gcaq5nry",5,1,"credulity"
"gcaq5nry",6,1,"credulity"
"gcaq5nry",7,5,"trust"
"gcaq5nry",8,6,"trust"
"gcaq5nry",9,2,"mistrust"
"gcaq5nry",10,3,"catch"
"gcaq5nry",11,1,"mistrust"
"gcaq5nry",12,5,"credulity"
"gcaq5nry",13,2,"credulity"
"gcaq5nry",14,2,"trust"
"gcaq5nry",15,4,"mistrust"
"gcaq5nry",16,5,"credulity"
"3bjhzu16",1,1,"trust"
"3bjhzu16",2,5,"trust"
"3bjhzu16",3,5,"mistrust"
"3bjhzu16",4,4,"mistrust"
"3bjhzu16",5,0,"credulity"
"3bjhzu16",6,1,"credulity"
"3bjhzu16",7,5,"trust"
"3bjhzu16",8,5,"trust"
"3bjhzu16",9,6,"mistrust"
"3bjhzu16",10,3,"catch"
"3bjhzu16",11,4,"mistrust"
"3bjhzu16",12,4,"credulity"
"3bjhzu16",13,1,"credulity"
"3bjhzu16",14,1,"trust"
"3bjhzu16",15,4,"mistrust"
"3bjhzu16",16,6,"credulity"
"ynx5yx4t",1,4,"trust"
"ynx5yx4t",2,5,"trust"
"ynx5yx4t",3,5,"mistrust"
"ynx5yx4t",4,4,"mistrust"
"ynx5yx4t",5,1,"credulity"
"ynx5yx4t",6,1,"credulity"
"ynx5yx4t",7,2,"trust"
"ynx5yx4t",8,4,"trust"
"ynx5yx4t",9,4,"mistrust"
"ynx5yx4t",10,3,"catch"
"ynx5yx4t",11,4,"mistrust"
"ynx5yx4t",12,2,"credulity"
"ynx5yx4t",13,1,"credulity"
"ynx5yx4t",14,4,"trust"
"ynx5yx4t",15,4,"mistrust"
"ynx5yx4t",16,2,"credulity"
"uw3x4axw",1,6,"trust"
"uw3x4axw",2,6,"trust"
"uw3x4axw",3,3,"mistrust"
"uw3x4axw",4,0,"mistrust"
"uw3x4axw",5,0,"credulity"
"uw3x4axw",6,0,"credulity"
"uw3x4axw",7,6,"trust"
"uw3x4axw",8,6,"trust"
"uw3x4axw",9,4,"mistrust"
"uw3x4axw",10,3,"catch"
"uw3x4axw",11,0,"mistrust"
"uw3x4axw",12,0,"credulity"
"uw3x4axw",13,0,"credulity"
"uw3x4axw",14,6,"trust"
"uw3x4axw",15,0,"mistrust"
"uw3x4axw",16,0,"credulity"
"8ujuqwul",1,5,"trust"
"8ujuqwul",2,4,"trust"
"8ujuqwul",3,3,"mistrust"
"8ujuqwul",4,2,"mistrust"
"8ujuqwul",5,3,"credulity"
"8ujuqwul",6,4,"credulity"
"8ujuqwul",7,4,"trust"
"8ujuqwul",8,3,"trust"
"8ujuqwul",9,3,"mistrust"
"8ujuqwul",10,3,"catch"
"8ujuqwul",11,4,"mistrust"
"8ujuqwul",12,3,"credulity"
"8ujuqwul",13,3,"credulity"
"8ujuqwul",14,3,"trust"
"8ujuqwul",15,4,"mistrust"
"8ujuqwul",16,3,"credulity"
"z87hfwv7",1,5,"trust"
"z87hfwv7",2,5,"trust"
"z87hfwv7",3,2,"mistrust"
"z87hfwv7",4,1,"mistrust"
"z87hfwv7",5,1,"credulity"
"z87hfwv7",6,1,"credulity"
"z87hfwv7",7,5,"trust"
"z87hfwv7",8,4,"trust"
"z87hfwv7",9,5,"mistrust"
"z87hfwv7",10,3,"catch"
"z87hfwv7",11,2,"mistrust"
"z87hfwv7",12,2,"credulity"
"z87hfwv7",13,2,"credulity"
"z87hfwv7",14,5,"trust"
"z87hfwv7",15,1,"mistrust"
"z87hfwv7",16,1,"credulity"
"hxqr8s7b",1,2,"trust"
"hxqr8s7b",2,5,"trust"
"hxqr8s7b",3,5,"mistrust"
"hxqr8s7b",4,3,"mistrust"
"hxqr8s7b",5,1,"credulity"
"hxqr8s7b",6,4,"credulity"
"hxqr8s7b",7,3,"trust"
"hxqr8s7b",8,4,"trust"
"hxqr8s7b",9,2,"mistrust"
"hxqr8s7b",10,3,"catch"
"hxqr8s7b",11,1,"mistrust"
"hxqr8s7b",12,2,"credulity"
"hxqr8s7b",13,2,"credulity"
"hxqr8s7b",14,2,"trust"
"hxqr8s7b",15,3,"mistrust"
"hxqr8s7b",16,1,"credulity"
"curj7lva",1,4,"trust"
"curj7lva",2,3,"trust"
"curj7lva",3,4,"mistrust"
"curj7lva",4,3,"mistrust"
"curj7lva",5,2,"credulity"
"curj7lva",6,2,"credulity"
"curj7lva",7,6,"trust"
"curj7lva",8,5,"trust"
"curj7lva",9,5,"mistrust"
"curj7lva",10,3,"catch"
"curj7lva",11,2,"mistrust"
"curj7lva",12,4,"credulity"
"curj7lva",13,3,"credulity"
"curj7lva",14,2,"trust"
"curj7lva",15,3,"mistrust"
"curj7lva",16,4,"credulity"
"qqsdhoaq",1,5,"trust"
"qqsdhoaq",2,5,"trust"
"qqsdhoaq",3,1,"mistrust"
"qqsdhoaq",4,3,"mistrust"
"qqsdhoaq",5,6,"credulity"
"qqsdhoaq",6,6,"credulity"
